Id,SalePrice
1792,149282.011
1793,146547.9524
1794,141687.4376
1795,141090.6804
1796,118317.0296
1797,133870.6143
1798,131813.4818
1799,104612.1153
1800,110346.9968
1801,117189.9952
1802,168885.6459
1803,174460.752
1804,133306.4526
1805,133132.8014
1806,112337.3978
1807,152134.1426
1808,113067.9337
1809,118426.3125
1810,136412.8546
1811,107366.2214
1812,114338.9807
1813,126632.3225
1814,108455.3195
1815,75653.51217
1816,98530.4458
1817,136805.0304
1818,175200.0477
1819,122524.7169
1820,76718.0516
1821,130633.905
1822,167639.7617
1823,64791.84723
1824,137908.6853
1825,127555.387
1826,106347.9939
1827,121500.6341
1828,137630.9187
1829,142127.8649
1830,195326.5155
1831,179852.9842
1832,145781.4214
1833,155907.2977
1834,139372.5916
1835,189605.2777
1836,164875.4006
1837,95284.70084
1838,140231.243
1839,83930.27747
1840,159063.1714
1841,143267.4632
1842,106414.552
1843,142004.3136
1844,106020.8764
1845,136167.2601
1846,148859.9209
1847,144864.4422
1848,58319.57254
1849,109956.5783
1850,124428.9585
1851,143391.2837
1852,136500.5365
1853,132031.4428
1854,159253.7364
1855,131214.1642
1856,214070.5647
1857,140665.1364
1858,155973.3378
1859,121350.0816
1860,143080.4201
1861,121700.6579
1862,305919.4434
1863,305919.4434
1864,305919.4434
1865,312812.5693
1866,347688.3616
1867,240182.366
1868,251268.7753
1869,195914.9551
1870,218597.1414
1871,250366.484
1872,161258.3668
1873,223166.098
1874,132011.1115
1875,195186.4466
1876,188968.6919
1877,194826.6768
1878,219373.6971
1879,122442.8808
1880,125831.5236
1881,231182.2641
1882,258051.371
1883,194211.6679
1884,227942.0686
1885,231405.0738
1886,250073.0182
1887,190413.092
1888,254727.527
1889,150743.7933
1890,128419.267
1891,112568.8406
1892,115679.8418
1893,129330.5749
1894,139648.8374
1895,149823.0506
1896,123723.1267
1897,122016.7913
1898,99127.21761
1899,134724.6448
1900,130923.8693
1901,143294.4896
1902,112565.6173
1903,227926.7648
1904,138207.4656
1905,186925.3603
1906,136450.9523
1907,183398.8811
1908,112096.9031
1909,129317.6362
1910,129317.6362
1911,183296.5942
1912,268942.2125
1913,157482.3135
1914,84257.92127
1915,291227.904
1916,77910.78027
1917,254630.2562
1918,124552.3328
1919,148794.8321
1920,161998.8792
1921,390243.6338
1922,308786.4807
1923,182981.5032
1924,225745.0466
1925,211416.5543
1926,374972.6522
1927,128690.441
1928,154538.5285
1929,106418.619
1930,117758.1881
1931,130304.8019
1932,114343.6483
1933,157291.9514
1934,179835.3455
1935,168207.6453
1936,179739.7639
1937,172750.0073
1938,154765.7674
1939,268272.5011
1940,202187.204
1941,178420.0072
1942,179630.4698
1943,194521.1195
1944,308705.3929
1945,322572.827
1946,174698.0354
1947,282257.3981
1948,193208.6665
1949,240452.411
1950,189600.565
1951,266769.0648
1952,244442.1065
1953,169108.6089
1954,208509.7157
1955,123374.0137
1956,319260.8154
1957,176836.9552
1958,301619.7939
1959,159726.7844
1960,113909.3065
1961,131519.1302
1962,95211.67813
1963,97007.9713
1964,117699.2354
1965,162333.1743
1966,164608.0402
1967,240030.7255
1968,329294.718
1969,347539.3408
1970,431819.6906
1971,408365.3664
1972,372104.6623
1973,250693.7344
1974,299415.5278
1975,465732.5003
1976,257531.9713
1977,316488.9921
1978,345301.1814
1979,354080.1928
1980,195913.5794
1981,304899.3089
1982,222955.1907
1983,222955.1907
1984,173525.6073
1985,196177.8911
1986,206705.8482
1987,174377.8095
1988,176949.5641
1989,180912.1399
1990,208222.9789
1991,195368.3626
1992,213419.3516
1993,172473.1617
1994,242370.9893
1995,181865.9148
1996,252610.9248
1997,312770.0123
1998,349238.3459
1999,236421.8537
2000,305432.6897
2001,261340.3077
2002,223438.5101
2003,283124.8512
2004,253162.8398
2005,223645.1444
2006,221512.6125
2007,272796.6446
2008,179736.3205
2009,188046.5503
2010,176852.6214
2011,118577.8697
2012,170784.6766
2013,180198.5973
2014,182070.5249
2015,181619.6315
2016,194093.8401
2017,191141.222
2018,123558.4284
2019,125478.1661
2020,122903.5503
2021,118575.5541
2022,174821.6511
2023,154838.3614
2024,212871.3236
2025,357803.5947
2026,179996.001
2027,145926.5862
2028,158740.1004
2029,174350.0904
2030,283113.4954
2031,201796.7513
2032,254730.0262
2033,256747.4284
2034,159161.3873
2035,205237.96
2036,210006.1275
2037,210366.7217
2038,365934.6688
2039,182747.4894
2040,370112.4951
2041,254998.069
2042,189090.9805
2043,177930.7352
2044,185660.7885
2045,228069.6756
2046,162988.9644
2047,140871.5576
2048,132777.8918
2049,154927.7753
2050,182140.9999
2051,100563.1995
2052,145916.7336
2053,137884.3416
2054,87686.63965
2055,161778.8187
2056,115688.9259
2057,130592.1941
2058,199897.8774
2059,142769.0222
2060,161916.1616
2061,169142.6325
2062,137682.3992
2063,108144.809
2064,150514.75
2065,122008.6115
2066,190809.3929
2067,122620.5034
2068,161370.2344
2069,96621.47623
2070,121749.0086
2071,91684.56092
2072,147959.671
2073,118587.5994
2074,177401.2871
2075,143135.5138
2076,132111.5227
2077,144816.8637
2078,123950.3647
2079,156076.072
2080,125644.6239
2081,122674.1036
2082,142053.5388
2083,150206.2189
2084,118159.4905
2085,137901.5176
2086,115211.7382
2087,122698.2047
2088,122195.5597
2089,100595.4533
2090,133676.7288
2091,115471.3434
2092,128594.5828
2093,139497.9691
2094,134527.5227
2095,177387.9727
2096,92109.19567
2097,95209.98424
2098,150750.2093
2099,74715.6612
2100,101404.4029
2101,137634.4177
2102,144444.5616
2103,101194.2969
2104,134137.5059
2105,118120.5675
2106,93269.42219
2107,257033.5839
2108,123602.5506
2109,111660.2119
2110,132374.1583
2111,161989.4923
2112,137427.354
2113,118940.878
2114,103425.6824
2115,140638.0636
2116,118800.5574
2117,189664.3362
2118,127286.8771
2119,105109.7533
2120,110249.8962
2121,110083.0145
2122,108443.4625
2123,88681.26184
2124,213892.1456
2125,158327.9772
2126,195410.588
2127,177409.3288
2128,141406.7689
2129,118608.4955
2130,146563.3405
2131,203427.4298
2132,129808.9629
2133,134996.2194
2134,144386.7595
2135,94610.37335
2136,92487.779
2137,128555.5972
2138,126126.8767
2139,148142.9115
2140,125508.1988
2141,106020.8764
2142,133930.2741
2143,144638.2857
2144,132796.3645
2145,123030.0888
2146,143155.7945
2147,154591.8555
2148,121499.4113
2149,131153.4458
2150,226660.3228
2151,123075.2742
2152,147440.1907
2153,165893.378
2154,102262.5436
2155,122839.7021
2156,233598.8024
2157,224682.855
2158,219346.6323
2159,202604.8054
2160,160416.1773
2161,263403.6302
2162,461839.9563
2163,344475.9613
2164,248457.9564
2165,175142.2809
2166,140285.7076
2167,195148.9414
2168,198273.2489
2169,185365.4425
2170,223754.912
2171,130343.3618
2172,143307.1332
2173,142793.9725
2174,247940.1327
2175,308032.6487
2176,269713.6124
2177,261789.2275
2178,220240.5167
2179,142192.02
2180,212854.7902
2181,196905.2602
2182,229334.4782
2183,202714.5719
2184,137666.9908
2185,90620.16441
2186,150464.2827
2187,140879.6916
2188,152466.2883
2189,173274.5544
2190,81993.21473
2191,81993.21473
2192,79913.11771
2193,87875.67367
2194,89940.52263
2195,111600.6899
2196,103358.167
2197,113426.1683
2198,168471.653
2199,186223.9821
2200,129632.6244
2201,138760.2857
2202,185690.5002
2203,172665.6115
2204,149113.2771
2205,122369.3716
2206,130890.9969
2207,231653.2655
2208,222011.6474
2209,164662.5379
2210,109865.3558
2211,113472.6106
2212,117519.4266
2213,101633.5753
2214,133156.8804
2215,94378.09921
2216,150053.0788
2217,79154.63583
2218,92012.38796
2219,83670.99742
2220,83030.10658
2221,262880.0111
2222,239786.3852
2223,250265.549
2224,239041.9454
2225,146030.5739
2226,153715.3049
2227,196308.2998
2228,245703.4329
2229,224327.3406
2230,132099.4547
2231,206674.2075
2232,185729.0712
2233,176998.4857
2234,241639.5363
2235,187011.3873
2236,264370.1989
2237,346320.7314
2238,205495.2216
2239,114434.9539
2240,165373.8589
2241,136438.9479
2242,141118.7012
2243,126048.3629
2244,91385.23424
2245,91783.75479
2246,137841.2506
2247,96534.94629
2248,120692.345
2249,120419.3899
2250,129488.6456
2251,151340.3809
2252,192534.1239
2253,146307.589
2254,162627.6662
2255,181943.8471
2256,174185.492
2257,192054.4732
2258,173997.6985
2259,178066.3986
2260,148327.601
2261,183314.633
2262,194703.2814
2263,313001.737
2264,510847.4109
2265,158174.3537
2266,272722.5678
2267,357543.7135
2268,361754.7991
2269,174339.9053
2270,173223.4501
2271,238313.2064
2272,201517.0936
2273,167447.5148
2274,170590.6287
2275,189137.9447
2276,192919.8387
2277,194052.4205
2278,144159.5068
2279,117948.9665
2280,111464.1019
2281,174554.6944
2282,172396.3788
2283,96456.87534
2284,120621.4177
2285,152400.6849
2286,115003.6485
2287,312819.1621
2288,298763.9512
2289,363825.9342
2290,438122.8746
2291,299089.9488
2292,385658.9339
2293,496705.8468
2294,413900.5341
2295,490779.5801
2296,306645.968
2297,272247.8846
2298,324559.2095
2299,369806.0949
2300,311970.3684
2301,249445.3311
2302,228985.8844
2303,264967.9929
2304,268469.0472
2305,168010.1404
2306,168010.1404
2307,174650.7735
2308,232076.951
2309,265844.7955
2310,232208.6406
2311,172335.5516
2312,181562.6668
2313,175648.3018
2314,164058.6285
2315,173924.2555
2316,151110.5096
2317,167316.1341
2318,173234.2622
2319,176827.532
2320,179749.5047
2321,237101.3583
2322,171279.9237
2323,166452.2933
2324,162144.0068
2325,222404.6967
2326,160838.4722
2327,206641.5415
2328,208819.6048
2329,179361.2861
2330,178585.7117
2331,354800.5492
2332,366211.5843
2333,304673.545
2334,260211.6274
2335,249516.6586
2336,315909.5448
2337,199114.0647
2338,247798.8072
2339,244195.004
2340,382028.0864
2341,227072.6594
2342,240442.5112
2343,219743.8574
2344,226645.6072
2345,270999.6454
2346,222811.626
2347,197087.9869
2348,228213.1448
2349,162048.106
2350,253162.8398
2351,243359.3037
2352,277054.6011
2353,220465.8286
2354,115276.5703
2355,140563.0144
2356,146051.0806
2357,209818.0783
2358,189447.4042
2359,122383.9547
2360,123294.1249
2361,141617.5134
2362,276091.7712
2363,135261.78
2364,145735.437
2365,224537.7577
2366,181025.0349
2367,243615.2684
2368,197049.6564
2369,235408.2299
2370,173562.8512
2371,175190.7015
2372,203632.2195
2373,248183.6907
2374,321891.1604
2375,248600.6317
2376,267605.1327
2377,360381.1357
2378,137485.1347
2379,201671.5528
2380,141779.6083
2381,160190.9114
2382,194306.6518
2383,217721.9693
2384,224659.1034
2385,151810.6637
2386,138567.7335
2387,126042.5257
2388,103530.8927
2389,119261.8444
2390,124660.5002
2391,128580.6979
2392,123294.1249
2393,174982.9154
2394,142826.4912
2395,200507.382
2396,144462.5013
2397,184884.1995
2398,127638.8029
2399,66341.13793
2400,69731.61224
2401,117052.9859
2402,138562.1198
2403,160076.1521
2404,126791.6391
2405,155235.1204
2406,128878.6792
2407,127187.4559
2408,142251.5025
2409,134230.9268
2410,176014.248
2411,123221.2871
2412,147557.6618
2413,135981.1426
2414,123580.7496
2415,170923.1758
2416,138656.2062
2417,135140.3241
2418,122222.0284
2419,135780.8159
2420,123454.5249
2421,135571.9621
2422,125202.0365
2423,113958.8204
2424,148859.9835
2425,190037.7778
2426,145862.8927
2427,126199.5076
2428,159732.823
2429,119736.3135
2430,128633.2071
2431,115827.3157
2432,131317.8824
2433,135357.7537
2434,141440.9523
2435,137424.5942
2436,100412.8945
2437,120023.8794
2438,123296.5674
2439,132017.3862
2440,145597.3168
2441,107994.8019
2442,110929.2136
2443,115700.7909
2444,123482.8121
2445,89177.48163
2446,126632.5038
2447,240035.8922
2448,161354.049
2449,115348.3439
2450,180580.4642
2451,124300.9029
2452,234687.8838
2453,92594.13081
2454,105494.03
2455,114642.9469
2456,129836.4178
2457,123856.1943
2458,108883.8373
2459,120085.2994
2460,153710.3676
2461,121555.4303
2462,127222.5488
2463,120540.6307
2464,202955.5462
2465,144539.258
2466,131927.7292
2467,153204.205
2468,114290.7328
2469,118427.3007
2470,188340.5303
2471,191972.7369
2472,199899.1055
2473,116596.9956
2474,114002.5312
2475,232457.9732
2476,121434.7259
2477,124333.5176
2478,164012.9856
2479,119197.3397
2480,137676.3898
2481,129402.0614
2482,124412.1081
2483,121157.9001
2484,131785.0639
2485,123389.952
2486,147612.4749
2487,181439.4532
2488,138475.5093
2489,149410.8048
2490,141628.0659
2491,98925.50244
2492,180804.5485
2493,123549.7553
2494,161199.2539
2495,102263.0501
2496,211745.3191
2497,138118.7924
2498,121242.4144
2499,90291.34785
2500,130641.2037
2501,137389.2455
2502,137315.1051
2503,118863.9058
2504,194844.3266
2505,205553.8316
2506,274011.8754
2507,352387.3063
2508,274011.8754
2509,226329.9484
2510,236933.9628
2511,185578.5602
2512,214871.8659
2513,226255.1892
2514,202536.9139
2515,139941.4647
2516,149823.1911
2517,127754.497
2518,134494.6803
2519,228993.5227
2520,197758.0321
2521,187915.2927
2522,214169.5244
2523,125893.1418
2524,128117.3196
2525,141838.9008
2526,141981.0779
2527,122923.3332
2528,126165.1166
2529,131519.1302
2530,95450.78402
2531,241180.9
2532,230554.7363
2533,190493.744
2534,248113.7522
2535,287116.4293
2536,220496.9935
2537,194043.5931
2538,182464.5812
2539,178666.6949
2540,167947.1382
2541,176676.6864
2542,133952.9876
2543,122826.334
2544,136126.3822
2545,134802.8626
2546,155380.9229
2547,141566.5788
2548,145905.4114
2549,137594.5772
2550,577504.505
2551,112568.8406
2552,119416.678
2553,81993.21473
2554,137739.0671
2555,101698.0501
2556,98548.80496
2557,116063.9845
2558,170404.808
2559,141943.12
2560,117018.2976
2561,123149.3356
2562,127685.5682
2563,129603.0977
2564,161091.8162
2565,110254.3975
2566,121798.6322
2567,133198.7553
2568,177670.4691
2569,189485.0493
2570,107619.7595
2571,166874.1802
2572,171181.0067
2573,246706.0756
2574,276329.4336
2575,136267.4816
2576,129466.367
2577,143026.8054
2578,107600.8433
2579,75424.03724
2580,145733.88
2581,128093.5167
2582,115875.1156
2583,247803.8426
2584,162012.0094
2585,166427.199
2586,169293.615
2587,204237.1915
2588,136655.0823
2589,142293.7451
2590,215828.2252
2591,177413.7916
2592,238928.7584
2593,239314.2954
2594,180681.3869
2595,203738.4727
2596,333497.348
2597,191760.2708
2598,252446.3154
2599,329185.0495
2600,137173.5623
2601,140945.3874
2602,83311.39159
2603,91508.50408
2604,84841.57533
2605,87823.51339
2606,134753.0252
2607,170452.4408
2608,168812.254
2609,143788.1169
2610,91327.38786
2611,168549.7837
2612,146191.4909
2613,120692.345
2614,121769.2335
2615,169013.2313
2616,132972.4698
2617,180009.3093
2618,177857.4759
2619,250113.5126
2620,177598.1994
2621,178007.5822
2622,185597.4972
2623,243512.6845
2624,269713.953
2625,324598.9345
2626,166295.1806
2627,185282.8034
2628,352185.5286
2629,435142.7978
2630,322777.2602
2631,421548.7355
2632,336260.6968
2633,272504.9861
2634,346736.7846
2635,143401.4273
2636,207922.4009
2637,164438.968
2638,239211.7076
2639,179239.7222
2640,156577.3156
2641,112407.0069
2642,184151.8645
2643,113013.5847
2644,121790.6815
2645,96282.30798
2646,95975.28258
2647,96456.87534
2648,138929.0773
2649,132592.376
2650,152075.9573
2651,162333.1743
2652,415175.7374
2653,266536.4842
2654,271981.6782
2655,348944.234
2656,305105.9508
2657,283423.4703
2658,263302.8079
2659,279923.85
2660,317577.2928
2661,318800.779
2662,335837.75
2663,280026.578
2664,258090.0322
2665,318266.971
2666,281993.2289
2667,166034.4265
2668,176581.2019
2669,168794.1374
2670,271427.5771
2671,176581.2019
2672,181670.8692
2673,199523.2815
2674,194945.2086
2675,170949.1469
2676,184149.098
2677,179400.932
2678,260998.1986
2679,273068.1201
2680,286418.1365
2681,376595.0609
2682,308603.7868
2683,469146.1254
2684,307686.4006
2685,312663.4371
2686,269693.4606
2687,254832.0584
2688,236079.1973
2689,213461.3019
2690,455563.1969
2691,194581.984
2692,114712.3235
2693,182971.2731
2694,115383.3458
2695,181644.2327
2696,183009.6884
2697,202821.7478
2698,183115.7593
2699,166307.6304
2700,170806.8088
2701,148320.6811
2702,132363.8335
2703,141717.3053
2704,131990.2179
2705,123746.3814
2706,123163.1262
2707,129524.416
2708,122280.6803
2709,103730.9742
2710,123628.6288
2711,280621.7381
2712,324554.5113
2713,163546.508
2714,151867.8039
2715,174211.2146
2716,147122.1627
2717,168612.3421
2718,250961.1003
2719,157903.2327
2720,191517.7268
2721,141905.2796
2722,159002.0184
2723,141402.238
2724,122056.2503
2725,133103.204
2726,142521.6889
2727,150201.397
2728,166992.9147
2729,139053.4811
2730,142153.1962
2731,118741.5435
2732,120135.2247
2733,154469.4072
2734,157391.4086
2735,136306.161
2736,145011.8731
2737,122168.2292
2738,162034.8559
2739,155616.6648
2740,145172.0671
2741,142690.9632
2742,161549.8915
2743,140622.6392
2744,136754.7801
2745,135534.9318
2746,124131.9639
2747,148269.1181
2748,113780.0965
2749,123456.7021
2750,135523.4072
2751,120142.1409
2752,240012.4085
2753,148166.3984
2754,198367.7574
2755,143868.5852
2756,81313.54881
2757,80655.73931
2758,84531.22039
2759,175623.3862
2760,156108.8156
2761,138609.1558
2762,137676.1121
2763,190378.9293
2764,161175.2046
2765,260974.8488
2766,136150.3558
2767,92562.07972
2768,147260.1358
2769,138529.2695
2770,156707.0043
2771,120343.9573
2772,101948.8031
2773,159267.805
2774,145689.9351
2775,129820.7377
2776,152923.0381
2777,166829.2247
2778,117501.4163
2779,139129.0617
2780,127450.2316
2781,115033.1353
2782,92070.4892
2783,96539.9609
2784,131160.983
2785,145959.494
2786,76583.02235
2787,128777.5881
2788,82408.71118
2789,235461.8349
2790,106355.8496
2791,131402.3684
2792,89127.81701
2793,152369.5015
2794,105372.0225
2795,123241.3666
2796,114566.375
2797,228248.8781
2798,112766.0009
2799,113752.2347
2800,88652.48918
2801,129363.6101
2802,125657.4828
2803,202857.8572
2804,126741.382
2805,100602.7323
2806,110629.4333
2807,152072.2182
2808,140504.2564
2809,126292.8702
2810,135557.0726
2811,158208.6388
2812,144167.6351
2813,167922.8295
2814,169146.3031
2815,121917.3031
2816,250207.3701
2817,143119.2379
2818,124409.2527
2819,167201.4808
2820,122113.591
2821,116524.0537
2822,187036.4479
2823,263654.8421
2824,161842.7186
2825,135506.7232
2826,133032.9494
2827,143300.7835
2828,199848.9475
2829,184531.8109
2830,252040.9836
2831,196422.765
2832,201521.9451
2833,252144.8407
2834,221015.1022
2835,227525.5321
2836,198387.1977
2837,168382.4771
2838,145257.6185
2839,175893.3818
2840,193244.523
2841,192923.1245
2842,211357.7458
2843,136831.9565
2844,169595.1031
2845,120386.9247
2846,207618.9395
2847,192531.3049
2848,187802.0088
2849,210116.2584
2850,256997.3521
2851,226813.0064
2852,225769.266
2853,227527.1144
2854,142192.02
2855,155295.1698
2856,200212.2765
2857,190658.0686
2858,191972.7629
2859,130627.3764
2860,116845.8052
2861,138173.5886
2862,202974.2209
2863,106881.0581
2864,251752.8023
2865,112568.8406
2866,142515.1757
2867,91463.01959
2868,156965.8781
2869,134461.086
2870,140035.8013
2871,107276.7773
2872,73214.39068
2873,98698.90585
2874,136758.2931
2875,143085.2785
2876,147057.1936
2877,143087.0497
2878,165234.2148
2879,129056.2057
2880,122528.8537
2881,144298.5365
2882,139584.3191
2883,188364.2653
2884,166474.4018
2885,162549.9824
2886,168150.896
2887,117175.0025
2888,146316.0547
2889,77574.06015
2890,88235.26977
2891,160403.112
2892,56917.24633
2893,118868.4899
2894,72247.0106
2895,251763.0176
2896,262880.0111
2897,190002.211
2898,191825.8155
2899,240331.6671
2900,166811.6497
2901,187358.1967
2902,162888.185
2903,301312.6872
2904,299896.8001
2905,103459.7968
2906,201857.9542
2907,112440.3315
2908,121747.5149
2909,163091.5919
2910,77583.02218
2911,83311.39159
2912,140575.5232
2913,87823.51339
2914,84841.57533
2915,84841.57533
2916,87823.51339
2917,144231.0705
2918,103048.5696
2919,230797.8553
